latitude,longitude,name
50.815718,4.349216,MOLIERE
50.796294,4.401659,LIEVEHEERSB.
50.795733,4.413573,DELLEUR
50.829416,4.361541,DEFACQZ
50.82784,4.438996,DEVILLALOBAR
50.812313,4.404749,TERCOIGNE
50.845317,4.47354,DEBURBURE
50.813685,4.414881,BERENSHEIDE
50.845841,4.479761,SCHONELUCHT
50.814776,4.403204,MICHIELS
50.84681,4.491264,BEEK
50.829929,4.37866,MOUTERIJ
50.844993,4.499935,TERMEEREN
50.810238,4.397015,ARCADEN
50.842397,4.502451,BAN-EIK
50.796612,4.417673,DIABOLO
50.844605,4.465019,VRIENDSCHAP
50.836834,4.411412,GJMARTIN
50.799796,4.414442,MIRAVAL
50.844774,4.467008,WILDEROZEN
50.827387,4.444659,MADOUX
50.865288,4.292926,VEREMAN
50.818474,4.450647,OUDERGEM-WOUD
50.818892,4.457204,VERBRANDENDREEF
50.810748,4.407132,OTTERVANGER
50.820296,4.476975,VIERARMEN
50.829965,4.369547,MUSEUMVANELSENE
50.822144,4.44746,DRIEKLEUREN
50.891291,4.368867,BRAAMBOSJES
50.844597,4.438395,WOLUWESHOPPING
50.85543,4.298708,HOOGBOSCH
50.790885,4.317808,RODTS
50.883341,4.33884,DUYSBURGH
50.865689,4.364534,THOMAS
50.862532,4.386934,HELIOTROPEN
50.875935,4.392836,LINDE
50.870156,4.382107,WAELHEM
50.816262,4.339974,MOLIERE-LONGCHAMP
50.810319,4.337566,ROOSENDAEL
50.872251,4.379834,DEMOLDER
50.818968,4.341236,TIMMERMANS
50.871927,4.384977,SCHAARBEEK.HAARD
50.89543,4.402952,CERES
50.796219,4.324185,EGIDEVANOPHEM
50.795447,4.407814,BOSVOORDESTATION
50.796751,4.329048,WAGEN
50.882229,4.384483,ALBERTBRUG
50.888744,4.396438,SPOORWEG
50.885437,4.39041,MONNOYER
50.855792,4.367006,GILLON
50.842637,4.395658,RIDDERSCHAP
50.838807,4.33705,BARA
50.855826,4.316659,MENNEKENS
50.834696,4.456609,LUCHTVAART
50.875408,4.410155,FERNANDLEGER
50.877572,4.351034,MOORSLEDE
50.824156,4.350302,MORIS
50.838098,4.46316,SCHERMKUNST
50.829892,4.386637,SINT-ANTOONKERK
50.83727,4.396066,ST-PIETERSPLEIN
50.798779,4.319374,MERLO
50.86079,4.371323,ROBIANO
50.785857,4.31803,DROGENBOS
50.818079,4.346047,BERKENDAAL
50.86639,4.375017,POGGE
50.8937,4.362556,ARAUCARIA
50.850416,4.364237,CONGRES
50.873428,4.386924,HELMET
50.843692,4.36073,PALEIZEN
50.86426,4.373511,ST-SERVAASKERK
50.784768,4.328336,CREMATORIUM
50.814348,4.34751,VANDERKINDERE
50.825451,4.354346,JANSON
50.903895,4.412156,AQUIRIS
50.853715,4.36577,KRUIDTUIN
50.79958,4.376341,MONTANA
50.794272,4.312968,EGGERGAT
50.872997,4.378115,PRINS.ELISABETH
50.901505,4.408885,RECHTEROEVER
50.834295,4.393381,ACACIA
50.832846,4.401926,THIEFFRY
50.852825,4.378168,STEURS
50.853948,4.380753,FUSS
50.853921,4.38328,CLAYS
50.84502,4.395104,WAPPERS
50.81981,4.467423,DUIVENSCHIETING
50.849111,4.389839,ARDENSEJAGERS
50.867911,4.326561,BROUSTIN
50.839326,4.32954,RAAD
50.830357,4.296602,YSAYE
50.824336,4.347222,LOMBARDIJE
50.793224,4.320302,KEYENBEMPT
50.849327,4.38565,LUTHER
50.875478,4.353792,PRINS.CLEMENTINA
50.787442,4.3174,GROTEBAAN
50.829907,4.33805,BETHLEHEM
50.845333,4.36962,KUNST-WET
50.842506,4.418288,GRIBAUMONT
50.819878,4.3594,LEPOUTRE
50.813192,4.42192,DEMEY
50.852347,4.347749,SINT-KATELIJNE
50.854968,4.340056,GRAAFVANVLAAND.
50.861275,4.367545,LEFRANCQ
50.854551,4.368894,DWARSSTRAAT
50.842824,4.424807,TOMBERG
50.878981,4.338516,JETSEHAARD
50.828128,4.341869,WILLEMTELL
50.848003,4.338123,ARTSETMETIERS
50.853179,4.331389,ZEEPZIEDERIJ
50.83677,4.498038,MARMOT
50.836115,4.314685,DOVER
50.822709,4.49949,BRUSSELSESTEENWEG
50.829875,4.51342,TERVURENSTATION
50.880128,4.330471,STATIONJETTE
50.853434,4.500712,VIERHUISKENS
50.794483,4.362255,STATIONSINT-JOB
50.921031,4.406413,MINNEMOLEN
50.91417,4.397798,VTM
50.781484,4.289118,KAPELRUISBROEK
50.774008,4.281333,BEKA
50.779512,4.286327,VOETBALCLUB
50.790337,4.299527,KERKRUISBROEK
50.849518,4.505344,HIPPODROOM
50.907328,4.432775,RAEDEMAEKERS
50.910192,4.43922,PARKSTRAAT
50.911397,4.43972,KONINGINFABIOLA
50.923537,4.430963,VILVOORDESTATION
50.912118,4.418122,BICOQUE
50.926173,4.426756,HELDENPLEIN
50.856491,4.450316,LENNEKEMARE
50.848279,4.323813,REMISEMOLENBEEKTRAM
50.828814,4.317248,REMISEKLEINEILAND
50.865231,4.373923,REMISESCHAARBEEK
50.830699,4.333,REMISEKONINGSLAAN
50.81637,4.262953,STELPLAATSERASMUS
50.816285,4.405107,REMISEDELTA
50.833309,4.349219,MUNTHOF
50.863138,4.330743,ELISABETH
50.821263,4.294043,HETRAD
50.786641,4.352049,BEGR.VANUKKEL
50.817458,4.483042,RAVENSTEIN
50.898149,4.481761,BRUSSELSAIRPORT
50.919385,4.408232,ENNEPETAL
50.767019,4.274953,STATIONLOT
50.907677,4.414105,DIEGEMSTRAAT
50.838666,4.337293,ARGONNE
50.885107,4.41319,REMISEHARENTRAM
50.798578,4.314329,REMISEMARCONI
50.883723,4.412749,REMISEHAREN
50.848313,4.32195,REMISEMOLENBEEK
50.840366,4.413792,JOSEPH.-CHARLOTTE
50.873666,4.343031,PANNENHUIS
50.789581,4.420431,HEILIGENBORRE
50.825801,4.507531,OPPEMSTRAAT
50.91687,4.402257,TWEELEEUWENWEG
50.79408,4.301838,DORENT
50.786863,4.296658,RUISBROEKCENTRUM
50.77068,4.278504,WATERBURY
50.765858,4.273708,LOTSTATION
50.784025,4.292617,SPORTCENTRUM
50.912819,4.435513,KERKMACHELEN
50.914276,4.435643,PELLENBERG
50.926373,4.423329,KERKVILVOORDE
50.819887,4.378374,REMISEELSENE
50.831547,4.434076,REMISEWOLUWE
